Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,prise per item,profit per item
B-25733,30,-10,2,Clothing,Stole,COD,15,-5
B-25798,38,-13,3,Clothing,Stole,Credit Card,12.66666667,-4.333333333
B-25803,511,194,3,Furniture,Chairs,UPI,170.3333333,64.66666667
B-25755,37,-53,3,Clothing,Saree,Credit Card,12.33333333,-17.66666667
B-25850,513,215,2,Electronics,Accessories,COD,256.5,107.5
B-25667,516,69,4,Furniture,Bookcases,UPI,129,17.25
B-25796,559,-19,2,Clothing,Trousers,Debit Card,279.5,-9.5
B-26013,29,-10,3,Clothing,Skirt,COD,9.666666667,-3.333333333
B-25683,148,52,5,Clothing,Stole,UPI,29.6,10.4
B-26054,559,-174,2,Electronics,Electronic Games,Debit Card,279.5,-87
B-26010,527,26,3,Electronics,Electronic Games,COD,175.6666667,8.666666667
B-25979,560,44,3,Clothing,Saree,Debit Card,186.6666667,14.66666667
B-25973,571,108,12,Clothing,Stole,Debit Card,47.58333333,9
B-25975,29,2,3,Clothing,Skirt,COD,9.666666667,0.666666667
B-26010,29,3,2,Clothing,Stole,COD,14.5,1.5
B-25767,29,-3,3,Clothing,Saree,COD,9.666666667,-1
B-25815,35,14,2,Clothing,Stole,Credit Card,17.5,7
B-25853,579,139,3,Electronics,Printers,Debit Card,193,46.33333333
B-25756,29,-24,4,Clothing,Leggings,COD,7.25,-6
B-25755,593,213,4,Furniture,Bookcases,Debit Card,148.25,53.25
B-25996,217,72,2,Furniture,Furnishings,COD,108.5,36
B-25619,353,90,8,Clothing,Saree,COD,44.125,11.25
B-26050,382,92,2,Electronics,Printers,COD,191,46
B-26000,597,93,4,Furniture,Chairs,Debit Card,149.25,23.25
B-26058,212,97,7,Clothing,Hankerchief,COD,30.28571429,13.85714286
B-25856,689,90,5,Clothing,Saree,COD,137.8,18
B-26044,28,-10,3,Clothing,Skirt,COD,9.333333333,-3.333333333
B-25654,34,12,3,Clothing,Hankerchief,Credit Card,11.33333333,4
B-26051,600,-102,5,Electronics,Electronic Games,Debit Card,120,-20.4
B-25636,637,113,5,Clothing,Saree,UPI,127.4,22.6
B-25710,616,-69,7,Furniture,Furnishings,Debit Card,88,-9.857142857
B-25656,624,37,2,Electronics,Electronic Games,Debit Card,312,18.5
B-25919,28,4,1,Clothing,T-shirt,COD,28,4
B-25781,584,-444,7,Electronics,Printers,UPI,83.42857143,-63.42857143
B-25899,28,6,4,Clothing,Skirt,COD,7,1.5
B-26093,33,-1,1,Clothing,Saree,Credit Card,33,-1
B-25753,27,-20,2,Clothing,Hankerchief,COD,13.5,-10
B-25858,27,5,2,Clothing,Skirt,COD,13.5,2.5
B-25762,27,4,3,Clothing,Skirt,COD,9,1.333333333
B-25625,635,-349,5,Clothing,Saree,Debit Card,127,-69.8
B-25857,598,166,4,Furniture,Bookcases,UPI,149.5,41.5
B-25919,636,-204,2,Electronics,Printers,Debit Card,318,-102
B-25864,27,9,2,Clothing,Hankerchief,COD,13.5,4.5
B-25698,27,-6,4,Clothing,Hankerchief,COD,6.75,-1.5
B-25959,637,212,8,Electronics,Phones,Debit Card,79.625,26.5
B-26073,290,110,9,Clothing,Stole,UPI,32.22222222,12.22222222
B-25649,27,-25,2,Clothing,Stole,COD,13.5,-12.5
B-25806,632,-114,4,Furniture,Tables,UPI,158,-28.5
B-25756,643,-45,2,Electronics,Printers,Debit Card,321.5,-22.5
B-26003,652,13,6,Furniture,Furnishings,Debit Card,108.6666667,2.166666667
B-25752,33,-27,1,Furniture,Chairs,Credit Card,33,-27
B-25783,26,2,2,Clothing,Hankerchief,COD,13,1
B-25802,633,-633,11,Electronics,Accessories,UPI,57.54545455,-57.54545455
B-25881,26,9,2,Clothing,Leggings,COD,13,4.5
B-25898,191,93,4,Clothing,Shirt,UPI,47.75,23.25
B-25696,887,80,3,Electronics,Printers,UPI,295.6666667,26.66666667
B-25826,637,261,2,Electronics,Printers,COD,318.5,130.5
B-25745,670,15,5,Furniture,Bookcases,Debit Card,134,3
B-25943,26,7,4,Clothing,Hankerchief,COD,6.5,1.75
B-26051,676,195,5,Furniture,Bookcases,Debit Card,135.2,39
B-25624,26,12,3,Clothing,Hankerchief,COD,8.666666667,4
B-25723,26,-24,1,Clothing,Stole,COD,26,-24
B-26052,25,7,2,Clothing,Stole,COD,12.5,3.5
B-25603,24,-30,1,Furniture,Chairs,COD,24,-30
B-25983,32,-12,1,Furniture,Chairs,Credit Card,32,-12
B-25650,31,-2,2,Clothing,Saree,Credit Card,15.5,-1
B-25656,651,169,5,Electronics,Printers,COD,130.2,33.8
B-26018,326,107,3,Furniture,Furnishings,UPI,108.6666667,35.66666667
B-25783,30,-6,2,Clothing,Hankerchief,UPI,15,-3
B-25951,30,5,2,Clothing,Kurti,UPI,15,2.5
B-25974,662,240,2,Furniture,Bookcases,COD,331,120
B-25754,30,-23,2,Clothing,Saree,UPI,15,-11.5
B-26073,29,9,3,Clothing,Saree,UPI,9.666666667,3
B-25796,28,1,1,Electronics,Accessories,UPI,28,1
B-25653,28,-3,2,Clothing,Saree,UPI,14,-1.5
B-25884,24,2,4,Clothing,Hankerchief,COD,6,0.5
B-25650,28,-26,2,Clothing,Stole,UPI,14,-13
B-26045,27,5,1,Clothing,Stole,UPI,27,5
B-25672,27,-15,1,Clothing,Stole,UPI,27,-15
B-25949,24,11,3,Clothing,Hankerchief,COD,8,3.666666667
B-25733,23,-6,4,Clothing,Hankerchief,COD,5.75,-1.5
B-25697,322,193,5,Electronics,Printers,COD,64.4,38.6
B-25893,688,-103,6,Electronics,Accessories,Debit Card,114.6666667,-17.16666667
B-25802,23,-3,1,Clothing,Shirt,COD,23,-3
B-25961,26,3,3,Clothing,Skirt,UPI,8.666666667,1
B-25751,68,-56,2,Electronics,Phones,COD,34,-28
B-25814,462,169,4,Clothing,Saree,COD,115.5,42.25
B-25702,941,203,3,Furniture,Tables,UPI,313.6666667,67.66666667
B-25896,23,4,2,Clothing,Skirt,COD,11.5,2
B-25969,720,43,2,Electronics,Printers,UPI,360,21.5
B-25778,724,-447,4,Electronics,Electronic Games,UPI,181,-111.75
B-25859,724,253,2,Furniture,Bookcases,UPI,362,126.5
B-25810,26,10,4,Clothing,Hankerchief,UPI,6.5,2.5
B-25616,22,-2,3,Clothing,Hankerchief,COD,7.333333333,-0.666666667
B-25633,711,-8,4,Clothing,Saree,Debit Card,177.75,-2
B-25753,107,31,5,Clothing,T-shirt,COD,21.4,6.2
B-25764,765,-153,2,Electronics,Phones,Debit Card,382.5,-76.5
B-25864,22,8,2,Clothing,Leggings,COD,11,4
B-25725,26,-5,2,Clothing,Stole,UPI,13,-2.5
B-25858,22,8,3,Clothing,Hankerchief,COD,7.333333333,2.666666667
B-25817,743,89,5,Electronics,Printers,UPI,148.6,17.8
B-25703,22,-15,4,Clothing,Kurti,COD,5.5,-3.75
B-25610,781,594,6,Electronics,Printers,Debit Card,130.1666667,99
B-25652,25,-2,5,Clothing,Hankerchief,UPI,5,-0.4
B-25891,25,2,2,Clothing,Hankerchief,UPI,12.5,1
B-25764,119,43,5,Clothing,T-shirt,COD,23.8,8.6
B-25664,785,52,2,Electronics,Phones,Debit Card,392.5,26
B-25645,183,-66,5,Electronics,Phones,UPI,36.6,-13.2
B-26008,22,4,1,Clothing,Stole,COD,22,4
B-26061,642,180,5,Clothing,Saree,COD,128.4,36
B-25781,767,-353,5,Clothing,Trousers,COD,153.4,-70.6
B-25999,770,323,3,Electronics,Accessories,COD,256.6666667,107.6666667
B-25783,21,-17,3,Clothing,Shirt,COD,7,-5.666666667
B-25800,21,-6,3,Clothing,Leggings,COD,7,-2
B-26093,492,187,2,Electronics,Accessories,UPI,246,93.5
B-25638,816,-96,3,Electronics,Printers,Debit Card,272,-32
B-26026,25,2,3,Clothing,Kurti,Credit Card,8.333333333,0.666666667
B-25902,802,120,7,Electronics,Accessories,COD,114.5714286,17.14285714
B-25968,811,154,7,Electronics,Accessories,UPI,115.8571429,22
B-26099,835,267,5,Electronics,Phones,Debit Card,167,53.4
B-25699,21,-5,1,Electronics,Accessories,COD,21,-5
B-26076,450,-190,4,Furniture,Bookcases,COD,112.5,-47.5
B-25793,24,-1,4,Clothing,Skirt,Credit Card,6,-0.25
B-25671,832,0,3,Clothing,Trousers,UPI,277.3333333,0
B-26040,833,93,3,Clothing,Trousers,UPI,277.6666667,31
B-26059,20,6,1,Clothing,T-shirt,COD,20,6
B-25725,23,-5,7,Clothing,Hankerchief,Credit Card,3.285714286,-0.714285714
B-25855,550,-242,5,Furniture,Furnishings,UPI,110,-48.4
B-25738,148,-91,2,Electronics,Phones,COD,74,-45.5
B-25899,846,9,2,Furniture,Chairs,Debit Card,423,4.5
B-25608,856,385,6,Electronics,Printers,COD,142.6666667,64.16666667
B-25904,871,131,2,Furniture,Bookcases,UPI,435.5,65.5
B-26056,19,-18,4,Clothing,Kurti,COD,4.75,-4.5
B-25669,610,-66,2,Furniture,Tables,COD,305,-33
B-25638,880,97,8,Furniture,Furnishings,Debit Card,110,12.125
B-25953,22,-8,4,Clothing,Hankerchief,Credit Card,5.5,-2
B-25841,22,11,2,Clothing,Skirt,Credit Card,11,5.5
B-26071,21,4,3,Clothing,Hankerchief,Credit Card,7,1.333333333
B-25793,18,1,3,Clothing,Hankerchief,COD,6,0.333333333
B-25813,911,202,7,Furniture,Chairs,COD,130.1428571,28.85714286
B-26010,18,2,3,Clothing,Hankerchief,COD,6,0.666666667
B-25825,911,355,5,Electronics,Phones,Debit Card,182.2,71
B-25630,143,-129,2,Electronics,Phones,COD,71.5,-64.5
B-25986,918,22,9,Electronics,Electronic Games,COD,102,2.444444444
B-25650,925,-447,5,Electronics,Electronic Games,COD,185,-89.4
B-26078,17,8,2,Clothing,Skirt,COD,8.5,4
B-25890,465,207,9,Clothing,Saree,COD,51.66666667,23
B-25691,17,-9,3,Clothing,Stole,COD,5.666666667,-3
B-25952,935,114,4,Electronics,Electronic Games,UPI,233.75,28.5
B-25651,16,-10,2,Clothing,T-shirt,COD,8,-5
B-25955,954,95,3,Electronics,Printers,UPI,318,31.66666667
B-25898,915,-99,3,Furniture,Tables,Debit Card,305,-33
B-25838,955,305,3,Electronics,Printers,Debit Card,318.3333333,101.6666667
B-25797,976,293,4,Electronics,Accessories,COD,244,73.25
B-25738,1069,0,6,Clothing,Saree,EMI,178.1666667,0
B-25661,19,-15,3,Clothing,Hankerchief,Credit Card,6.333333333,-5
B-25997,16,6,3,Clothing,Hankerchief,COD,5.333333333,2
B-25667,1030,206,8,Electronics,Printers,UPI,128.75,25.75
B-25753,620,82,6,Electronics,Accessories,COD,103.3333333,13.66666667
B-25848,16,8,2,Clothing,Hankerchief,COD,8,4
B-26097,19,8,2,Clothing,Hankerchief,Credit Card,9.5,4
B-25633,249,-130,4,Electronics,Phones,UPI,62.25,-32.5
B-25807,16,6,1,Clothing,Stole,COD,16,6
B-25752,1361,197,9,Furniture,Bookcases,COD,151.2222222,21.88888889
B-26052,15,1,1,Clothing,Shirt,COD,15,1
B-25610,1076,-38,4,Electronics,Printers,COD,269,-9.5
B-25888,18,2,3,Clothing,Hankerchief,Credit Card,6,0.666666667
B-25937,1101,352,3,Furniture,Bookcases,UPI,367,117.3333333
B-25828,15,2,1,Clothing,Leggings,COD,15,2
B-26048,1104,209,4,Clothing,Trousers,UPI,276,52.25
B-25670,14,2,1,Clothing,Hankerchief,COD,14,2
B-25757,14,5,1,Clothing,Hankerchief,COD,14,5
B-25751,14,-3,2,Clothing,Leggings,COD,7,-1.5
B-25687,14,-1,4,Clothing,Kurti,COD,3.5,-0.25
B-25710,13,-8,1,Clothing,T-shirt,COD,13,-8
B-25656,13,-1,3,Clothing,Hankerchief,COD,4.333333333,-0.333333333
B-25601,1275,1148,7,Furniture,Bookcases,EMI,182.1428571,164
B-26053,17,1,2,Clothing,Skirt,Credit Card,8.5,0.5
B-26001,13,0,2,Clothing,Hankerchief,COD,6.5,0
B-25964,1270,546,11,Electronics,Electronic Games,EMI,115.4545455,49.63636364
B-26062,13,-2,1,Clothing,Stole,COD,13,-2
B-25982,13,3,1,Clothing,Leggings,COD,13,3
B-25864,17,5,1,Clothing,Hankerchief,UPI,17,5
B-25693,13,-13,2,Clothing,Skirt,COD,6.5,-6.5
B-25802,13,-9,2,Clothing,Skirt,COD,6.5,-4.5
B-25676,1263,-56,5,Clothing,Trousers,EMI,252.6,-11.2
B-25639,1629,-153,3,Electronics,Phones,COD,543,-51
B-25757,17,7,3,Clothing,Hankerchief,UPI,5.666666667,2.333333333
B-26003,17,2,2,Clothing,Skirt,UPI,8.5,1
B-26055,1250,-12,2,Electronics,Printers,EMI,625,-6
B-25786,17,-11,3,Clothing,Skirt,UPI,5.666666667,-3.666666667
B-25919,977,-244,7,Electronics,Phones,COD,139.5714286,-34.85714286
B-25894,1246,62,3,Furniture,Bookcases,EMI,415.3333333,20.66666667
B-25979,12,1,2,Clothing,Hankerchief,COD,6,0.5
B-25651,11,-4,2,Clothing,Skirt,COD,5.5,-2
B-25653,1327,318,8,Furniture,Chairs,EMI,165.875,39.75
B-25855,1319,567,5,Electronics,Printers,COD,263.8,113.4
B-25793,1402,109,11,Clothing,Saree,EMI,127.4545455,9.909090909
B-26073,1514,742,4,Electronics,Printers,EMI,378.5,185.5
B-25881,1351,111,6,Electronics,Electronic Games,COD,225.1666667,18.5
B-25603,1355,-60,5,Clothing,Trousers,COD,271,-12
B-25851,10,2,2,Clothing,Hankerchief,COD,5,1
B-25883,10,-2,2,Clothing,Leggings,COD,5,-1
B-25768,1582,-443,6,Clothing,Trousers,EMI,263.6666667,-73.83333333
B-25953,1218,352,9,Furniture,Bookcases,EMI,135.3333333,39.11111111
B-25755,321,315,5,Clothing,Saree,UPI,64.2,63
B-26057,736,346,5,Electronics,Printers,COD,147.2,69.2
B-26055,1218,-420,8,Furniture,Bookcases,COD,152.25,-52.5
B-25855,1027,441,8,Clothing,Saree,COD,128.375,55.125
B-25989,10,5,1,Clothing,Stole,COD,10,5
B-26099,2366,552,5,Clothing,Trousers,UPI,473.2,110.4
B-25652,9,-6,2,Clothing,Hankerchief,COD,4.5,-3
B-25723,16,-12,2,Clothing,Stole,UPI,8,-6
B-26099,9,3,1,Clothing,Skirt,COD,9,3
B-25629,1560,421,3,Clothing,Trousers,COD,520,140.3333333
B-25877,1137,568,2,Clothing,Trousers,EMI,568.5,284
B-25767,9,-9,2,Clothing,Kurti,COD,4.5,-4.5
B-25735,15,-7,1,Clothing,Hankerchief,UPI,15,-7
B-26097,14,5,1,Clothing,Hankerchief,UPI,14,5
B-26070,14,7,2,Clothing,Hankerchief,UPI,7,3.5
B-25752,8,-2,2,Clothing,Hankerchief,COD,4,-1
B-25656,1389,680,7,Clothing,Saree,COD,198.4285714,97.14285714
B-25748,8,-1,2,Clothing,Leggings,COD,4,-0.5
B-25758,8,-2,1,Clothing,Stole,COD,8,-2
B-25950,13,4,1,Clothing,Leggings,UPI,13,4
B-25707,8,-6,1,Clothing,Stole,COD,8,-6
B-25909,12,2,2,Clothing,Skirt,Credit Card,6,1
B-25955,1716,309,7,Electronics,Accessories,COD,245.1428571,44.14285714
B-26023,1117,447,10,Furniture,Bookcases,EMI,111.7,44.7
B-25655,9,-6,2,Clothing,Skirt,Credit Card,4.5,-3
B-25686,332,503,3,Electronics,Printers,COD,110.6666667,167.6666667
B-25655,7,-4,3,Clothing,Hankerchief,COD,2.333333333,-1.333333333
B-25601,8,-2,3,Clothing,Hankerchief,Credit Card,2.666666667,-0.666666667
B-25862,2061,701,5,Furniture,Bookcases,UPI,412.2,140.2
B-25626,1103,276,3,Furniture,Chairs,EMI,367.6666667,92
B-25823,2103,322,8,Electronics,Electronic Games,UPI,262.875,40.25
B-25881,2115,23,5,Furniture,Chairs,COD,423,4.6
B-25910,850,-289,5,Electronics,Electronic Games,COD,170,-57.8
B-25830,1063,64,7,Electronics,Phones,EMI,151.8571429,9.142857143
B-25978,1063,-175,4,Electronics,Electronic Games,EMI,265.75,-43.75
B-25997,2292,127,7,Furniture,Bookcases,COD,327.4285714,18.14285714
B-25661,7,-1,2,Clothing,Hankerchief,Credit Card,3.5,-0.5
B-25969,2452,191,7,Furniture,Bookcases,UPI,350.2857143,27.28571429
B-25858,2457,665,11,Electronics,Electronic Games,EMI,223.3636364,60.45454545
B-25697,4,-3,1,Clothing,Skirt,Credit Card,4,-3
B-25798,2830,-1981,13,Furniture,Bookcases,EMI,217.6923077,-152.3846154
B-25873,7,1,1,Clothing,Hankerchief,COD,7,1
B-25740,7,0,2,Clothing,Skirt,COD,3.5,0
B-25700,7,-3,2,Clothing,Hankerchief,COD,3.5,-1.5
B-25757,3151,-35,7,Clothing,Trousers,EMI,450.1428571,-5
B-25973,4141,1698,13,Electronics,Printers,COD,318.5384615,130.6153846
B-25698,7,-2,1,Clothing,Hankerchief,COD,7,-2
B-25993,4363,305,5,Furniture,Tables,EMI,872.6,61
